"Senator1","Senator2","Weight2017"
"all000015","all000032",0.959409594095941
"all000015","all000011",0.893518518518518
"all000015","all000024",0.827751196172249
"all000015","all000026",0.876344086021505
"all000015","all000174",0.947368421052632
"all000015","all000033",0.925373134328358
"all000015","all000169",0.942748091603053
"all000015","all000023",0.966329966329966
"all000015","all000006",0.966480446927374
"all000015","all000027",0.943859649122807
"all000019","all000032",0.979508196721312
"all000019","all000011",0.938775510204082
"all000019","all000024",0.85207100591716
"all000019","all000026",0.888235294117647
"all000019","all000174",0.95260663507109
"all000019","all000033",0.964824120603015
"all000019","all000169",0.962025316455696
"all000019","all000023",0.984790874524715
"all000019","all000006",0.987577639751553
"all000019","all000027",0.965250965250965
"all000032","all000011",0.923076923076923
"all000032","all000024",0.828729281767956
"all000032","all000026",0.893258426966292
"all000032","all000174",0.981818181818182
"all000032","all000033",0.969230769230769
"all000032","all000169",0.970588235294118
"all000032","all000023",0.978021978021978
"all000032","all000006",0.994252873563218
"all000032","all000027",0.962406015037594
"all000011","all000024",0.9375
"all000011","all000026",0.8828125
"all000011","all000174",0.887573964497041
"all000011","all000033",0.876712328767123
"all000011","all000169",0.897435897435897
"all000011","all000023",0.925581395348837
"all000011","all000006",0.895161290322581
"all000011","all000027",0.906542056074766
"all000024","all000026",0.848484848484849
"all000024","all000174",0.806666666666667
"all000024","all000033",0.795081967213115
"all000024","all000169",0.807228915662651
"all000024","all000023",0.840579710144927
"all000024","all000006",0.833333333333333
"all000024","all000027",0.845744680851064
"all000026","all000174",0.923566878980892
"all000026","all000033",0.877862595419847
"all000026","all000169",0.887005649717514
"all000026","all000023",0.884210526315789
"all000026","all000006",0.888
"all000026","all000027",0.87431693989071
"all000174","all000033",0.950310559006211
"all000174","all000169",0.944723618090452
"all000174","all000023",0.955752212389381
"all000174","all000006",0.979591836734694
"all000174","all000027",0.941964285714286
"all000033","all000169",0.945273631840796
"all000033","all000023",0.960199004975124
"all000033","all000006",0.97841726618705
"all000033","all000027",0.965
"all000169","all000023",0.957854406130268
"all000169","all000006",0.962365591397849
"all000169","all000027",0.976190476190476
"all000023","all000006",0.978021978021978
"all000023","all000027",0.968421052631579
"all000006","all000027",0.971590909090909
