"Senator1","Senator2","Weight2003","Weight2004","Weight2005","Weight2006","Weight2007","Weight2008","Weight2009","Weight2010","Weight2011","Weight2012","Weight2013","Weight2014","Weight2015","Weight2016","Weight2017"
"sheehan","lynch",0.974082073434125,0.955038759689922,0.960950764006791,0.983660130718954,0.932668329177057,0.942857142857143,0.932203389830508,0.959183673469388,0.98605577689243,0.98669623059867,0.974137931034483,0.980582524271845,1,0.97869101978691,0.982456140350877
"sheehan","doyle",0.978761061946903,0.9,0.953074433656958,0.985358711566618,0.972286374133949,0.96078431372549,0.915596330275229,0.955503512880562,0.987951807228916,0.99025974025974,0.974820143884892,0.983772819472617,1,0.984877126654064,1
"sheehan","lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973118279569892,0.980353634577603,0.997560975609756,0.978515625,0.983333333333333
"sheehan","jabour",NA,NA,NA,NA,0.956,0.956521739130435,0.913461538461538,0.95531914893617,0.979919678714859,0.991208791208791,0.974402730375427,0.980544747081712,0.985401459854015,0.984732824427481,0.983606557377049
"sheehan","archambault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976109215017065,0.98252427184466,0.997566909975669,0.981762917933131,0.983606557377049
"sheehan","moura",NA,NA,NA,NA,0.960093896713615,0.945098039215686,NA,NA,0.875305623471883,0.92511013215859,NA,NA,NA,NA,NA
"sheehan","lanzi",0.979763912310287,0.957364341085271,0.959083469721768,0.986595174262735,0.970649895178197,0.95357833655706,0.92818671454219,0.964365256124722,0.991561181434599,0.984782608695652,NA,NA,NA,NA,NA
"sheehan","tassoni",0.974832214765101,0.958438287153652,0.958268933539413,0.986754966887417,0.964285714285714,0.965694682675815,0.93167701863354,0.948827292110874,0.975103734439834,0.984444444444444,NA,NA,NA,NA,NA
"sheehan","crowley",0.976833976833977,0.97027027027027,0.954624781849913,0.989855072463768,0.966139954853273,0.957115009746589,0.937293729372937,0.955,0.983050847457627,0.99290780141844,0.971804511278195,0.978991596638655,1,0.985294117647059,0.983050847457627
"sheehan","neill",0.980322003577818,0.958031837916064,0.956228956228956,0.986822840409956,0.958791208791209,0.979820627802691,0.919303797468354,0.936708860759494,0.939148073022312,0.969631236442516,0.93010752688172,0.956862745098039,0.962962962962963,0.845864661654135,NA
"sheehan","devall",0.968684759916493,0.958981612446959,0.950177935943061,0.989247311827957,NA,NA,0.936236391912908,0.960824742268041,0.981707317073171,0.984848484848485,NA,NA,NA,NA,NA
"sheehan","ruggerio",0.979202772963605,0.955903271692745,0.961414790996785,0.984081041968162,0.96652719665272,0.962226640159046,0.930116472545757,0.948979591836735,0.976645435244161,0.986636971046771,0.96643109540636,0.983739837398374,1,0.981790591805766,0.981818181818182
"sheehan","blais",0.93713163064833,0.950795947901592,0.929054054054054,0.95114006514658,0.887775551102204,0.941680960548885,0.902826855123675,0.898678414096916,NA,NA,NA,NA,NA,NA,NA
"sheehan","dipalma",0.964476021314387,0.963011889035667,0.952845528455285,0.972661870503597,0.932038834951456,0.959770114942529,0.918269230769231,0.971111111111111,0.98936170212766,0.981438515081206,0.973730297723292,0.975446428571429,0.997442455242967,0.981651376146789,0.983050847457627
"sheehan","pinga",0.968978102189781,0.952160493827161,0.949300699300699,0.978653530377668,0.970338983050847,0.958333333333333,0.913657770800628,0.907563025210084,0.921241050119332,0.95374449339207,NA,NA,NA,NA,NA
"sheehan","sosnowski",0.981418918918919,0.971465629053178,0.961119751166407,0.983978638184246,0.968810916179337,0.953206239168111,0.941640378548896,0.966804979253112,0.98207171314741,0.986984815618221,0.960481099656357,0.98443579766537,1,0.984848484848485,0.982456140350877
"sheehan","felag",0.968531468531469,0.956410256410256,0.9625,0.986320109439125,0.95136186770428,0.967391304347826,0.932454695222405,0.960905349794239,0.96875,0.980176211453744,0.962457337883959,0.98238747553816,1,0.968036529680365,0.983050847457627
"sheehan","perry",0.957169459962756,0.953232462173315,0.951585976627713,0.988422575976845,0.968354430379747,0.962765957446808,0.929936305732484,0.952277657266811,0.972803347280335,0.983372921615202,NA,NA,NA,NA,NA
"sheehan","bates",0.958029197080292,0.958806818181818,0.940418679549114,0.972622478386167,0.907216494845361,0.938566552901024,0.916118421052632,0.922413793103448,0.945263157894737,0.962882096069869,0.936127744510978,0.978131212723658,NA,NA,NA
"sheehan","ottiano",NA,NA,NA,NA,NA,NA,NA,NA,0.951983298538622,0.975609756097561,0.943781942078365,0.988235294117647,1,NA,NA
"sheehan","calkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983606557377049
"sheehan","morgan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928217821782178,0.808868501529052,0.931034482758621
"sheehan","connors",0.963436928702011,0.959302325581395,0.96952380952381,0.988313856427379,0.973544973544973,0.961038961038961,0.940983606557377,0.951648351648352,NA,NA,NA,NA,NA,NA,NA
"sheehan","picard",0.964476021314387,0.972144846796657,0.964684014869889,0.980421686746988,NA,0.976694915254237,0.934065934065934,0.95131845841785,0.982494529540481,0.985401459854015,0.969858156028369,0.994163424124514,0.990220048899755,0.987692307692308,0.983606557377049
"sheehan","polisena",0.967619047619048,0.956884561891516,0.952066115702479,0.982633863965268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sheehan","walaska",0.973214285714286,0.971305595408895,0.954983922829582,0.983356449375867,0.972746331236897,0.972677595628415,0.923351158645276,0.965738758029979,0.981481481481482,0.988789237668161,0.957854406130268,0.980237154150198,0.99746835443038,0.981260647359455,NA
"sheehan","rumsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965635738831615,0.980237154150198,NA,NA,NA
"quezada","seveney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","cote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","metts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983333333333333
"quezada","pichardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","mccaffrey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","maher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","roberts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","fogarty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","maselli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","conley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","hodgson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","pagliarini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","gallo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","mcburney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","nesselbush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.964912280701754
"quezada","weed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","levesque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","miller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","coyne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","paolino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967741935483871
"quezada","gee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967741935483871
"quezada","raptakis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","ciccone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","lenihan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","shibley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","goldin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","goodwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","kettle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968253968253968
"quezada","lombardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","algiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983870967741935
"quezada","satchell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","pearson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","ponte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","lynch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","doyle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","jabour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","archambault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","moura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","lanzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","tassoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","crowley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","devall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","ruggerio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","blais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","dipalma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","pinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","sosnowski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","felag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","perry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","bates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","ottiano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","calkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968253968253968
"quezada","morgan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"quezada","connors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","picard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"quezada","polisena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","walaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quezada","rumsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","cote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","metts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983606557377049
"seveney","pichardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","mccaffrey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","maher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","roberts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","fogarty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","maselli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","conley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","hodgson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","pagliarini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","gallo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","mcburney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","nesselbush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96551724137931
"seveney","weed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","levesque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","miller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","coyne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","paolino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968253968253968
"seveney","gee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968253968253968
"seveney","raptakis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","ciccone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","lenihan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","shibley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","goldin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","goodwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","kettle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96875
"seveney","lombardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","algiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984126984126984
"seveney","satchell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","pearson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","ponte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","lynch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","doyle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","lombardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","jabour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","archambault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","moura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","lanzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","tassoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","crowley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","devall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","ruggerio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","blais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","dipalma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","pinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","sosnowski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","felag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","perry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","bates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","ottiano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","calkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96875
"seveney","morgan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950819672131147
"seveney","connors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","picard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"seveney","polisena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","walaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seveney","rumsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cote","metts",0.982343499197432,NA,0.945103857566766,0.973988439306358,0.880829015544041,0.934453781512605,0.945205479452055,0.955947136563877,0.944543828264758,0.954545454545455,0.956603773584906,0.965079365079365,0.979214780600462,0.972582972582973,0.983333333333333
"cote","pichardo",0.967521367521368,0.964285714285714,0.934513274336283,0.974063400576369,0.919642857142857,0.936794582392777,0.941747572815534,0.956709956709957,0.948616600790514,0.956777996070727,0.941767068273092,0.962295081967213,0.975871313672922,0.985553772070626,NA
"cote","mccaffrey",0.98145285935085,0.968421052631579,0.966076696165192,0.98079561042524,0.931952662721893,0.942244224422442,0.937592867756315,0.945564516129032,0.945355191256831,0.959484346224678,0.958742632612967,0.962903225806452,0.97910447761194,0.984104046242775,1
"cote","maher",0.987281399046105,0.947503201024328,0.967353951890034,0.968796433878158,0.909734513274336,0.940936863543788,0.908653846153846,0.938,0.956273764258555,0.946462715105163,NA,NA,NA,NA,NA
"cote","roberts",0.972170686456401,0.961756373937677,0.953767123287671,0.987987987987988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cote","fogarty",0.980613893376414,0.962546816479401,0.977312390924956,0.975886524822695,0.935736677115988,0.972043010752688,0.927672955974843,0.940944881889764,0.951526032315978,0.959334565619224,0.956766917293233,0.964705882352941,0.979357798165138,0.981507823613087,1
"cote","maselli",NA,NA,NA,NA,0.920289855072464,0.952380952380952,0.940564635958395,0.94188376753507,NA,NA,NA,NA,NA,NA,NA
"cote","conley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950943396226415,0.968454258675079,0.983606557377049,0.978229317851959,1
"cote","hodgson",NA,NA,NA,NA,NA,NA,NA,NA,0.946768060836502,0.916201117318436,0.918250950570342,0.977346278317152,NA,NA,NA
"cote","pagliarini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.805673758865248,NA
"cote","gallo",0.981395348837209,0.972762645914397,0.962852897473997,0.979619565217391,0.926144756277696,0.954939341421144,0.937685459940653,0.952475247524752,0.949183303085299,0.96,0.951515151515152,0.96513470681458,0.979695431472081,0.982708933717579,1
"cote","mcburney",0.977315689981096,0.954038997214485,0.973415132924335,0.975609756097561,0.91703056768559,0.963855421686747,0.931985294117647,0.921383647798742,NA,NA,NA,NA,NA,NA,NA
"cote","nesselbush",NA,NA,NA,NA,NA,NA,NA,NA,0.955752212389381,0.960600375234522,0.949290060851927,0.971518987341772,0.988317757009346,0.982238010657194,0.96551724137931
