"Senator1","Senator2","Weight2017","Weight2015","Weight2013","Weight2011"
"MTL000137","MTL000391",NA,NA,NA,NA
"MTL000137","MTL000393",NA,NA,NA,NA
"MTL000137","MTL000247",NA,0.568533969010727,NA,NA
"MTL000137","MTL000020",NA,NA,NA,NA
"MTL000137","MTL000082",NA,NA,0.863366336633663,0.833333333333333
"MTL000137","MTL000248",0.898241206030151,0.909403669724771,NA,NA
"MTL000137","MTL000206",NA,NA,0.754318618042226,NA
"MTL000137","MTL000261",NA,NA,NA,NA
"MTL000137","MTL000014",NA,NA,NA,NA
"MTL000137","MTL000015",NA,NA,NA,NA
"MTL000137","MTL000122",NA,NA,0.583826429980276,0.463414634146341
"MTL000137","MTL000060",0.909329829172142,0.912513842746401,0.873517786561265,0.891418563922942
"MTL000137","MTL000320",NA,NA,NA,NA
"MTL000137","MTL000115",NA,NA,0.58300395256917,0.492682926829268
"MTL000137","MTL000383",0.803363518758085,NA,NA,NA
"MTL000137","MTL000052",NA,0.856986899563319,NA,0.795341098169717
"MTL000137","MTL000076",NA,NA,0.861003861003861,0.8690036900369
"MTL000137","MTL000124",NA,NA,NA,0.823327615780446
"MTL000137","MTL000364",NA,NA,NA,NA
"MTL000137","MTL000187",NA,NA,0.811284046692607,NA
"MTL000137","MTL000006",NA,NA,NA,NA
"MTL000137","MTL000387",0.893643031784841,NA,NA,NA
"MTL000137","MTL000133",0.625806451612903,0.574418604651163,NA,0.493827160493827
"MTL000137","MTL000094",NA,NA,NA,0.877408056042032
"MTL000137","MTL000388",NA,NA,NA,NA
"MTL000137","MTL000289",0.902061855670103,0.868653421633554,NA,NA
"MTL000137","MTL000318",NA,NA,NA,NA
"MTL000137","MTL000222",0.599236641221374,0.543937708565072,0.560728744939271,NA
"MTL000137","MTL000178",NA,NA,0.604417670682731,NA
"MTL000137","MTL000147",NA,NA,0.763809523809524,0.793624161073825
"MTL000137","MTL000143",0.929396662387676,0.905434782608696,0.915547024952015,0.865894039735099
"MTL000137","MTL000246",NA,NA,NA,NA
"MTL000137","MTL000313",NA,NA,NA,NA
"MTL000137","MTL000112",NA,NA,NA,0.794376098418278
"MTL000137","MTL000305",0.57035175879397,0.555813953488372,NA,NA
"MTL000137","MTL000095",NA,NA,0.861386138613861,0.857894736842105
"MTL000137","MTL000184",NA,NA,0.867850098619329,NA
"MTL000137","MTL000236",NA,NA,NA,NA
"MTL000137","MTL000404",NA,NA,NA,NA
"MTL000137","MTL000026",NA,NA,NA,NA
"MTL000137","MTL000385",0.792207792207792,NA,NA,NA
"MTL000137","MTL000406",NA,NA,NA,NA
"MTL000137","MTL000371",0.597938144329897,NA,NA,NA
"MTL000137","MTL000058",NA,NA,0.884462151394422,0.883071553228621
"MTL000137","MTL000368",NA,NA,NA,NA
"MTL000137","MTL000097",NA,NA,NA,0.874125874125874
"MTL000137","MTL000021",0.812422360248447,0.796171171171171,NA,NA
"MTL000137","MTL000226",NA,NA,0.823293172690763,NA
"MTL000137","MTL000012",NA,NA,NA,NA
"MTL000137","MTL000027",0.854901960784314,NA,NA,NA
"MTL000137","MTL000091",NA,NA,0.619136960600375,0.496753246753247
"MTL000137","MTL000066",0.807445442875481,0.789071038251366,0.8,0.752650176678445
"MTL000137","MTL000068",NA,NA,0.562130177514793,0.475083056478405
"MTL000137","MTL000212",NA,NA,0.633211678832117,NA
"MTL000137","MTL000129",NA,0.909302325581395,NA,0.81953642384106
"MTL000137","MTL000213",0.568677792041078,0.552168815943728,0.542406311637081,NA
"MTL000137","MTL000221",NA,NA,0.862275449101796,NA
"MTL000137","MTL000127",NA,NA,NA,0.480132450331126
"MTL000137","MTL000144",NA,NA,NA,0.856392294220666
"MTL000137","MTL000001",NA,NA,NA,NA
"MTL000137","MTL000109",NA,NA,NA,0.765017667844523
"MTL000137","MTL000145",NA,NA,0.871578947368421,0.81149012567325
"MTL000137","MTL000136",NA,NA,NA,0.73109243697479
"MTL000137","MTL000043",0.885309278350515,0.862745098039216,NA,NA
"MTL000137","MTL000028",NA,NA,NA,NA
"MTL000137","MTL000108",NA,NA,0.867924528301887,0.834179357021997
"MTL000137","MTL000040",NA,NA,NA,NA
"MTL000137","MTL000053",NA,NA,0.795634920634921,0.78544776119403
"MTL000137","MTL000125",NA,NA,0.873767258382643,0.867595818815331
"MTL000137","MTL000402",0.89216944801027,NA,NA,NA
"MTL000137","MTL000273",NA,NA,NA,NA
"MTL000137","MTL000110",NA,NA,0.635108481262327,0.558139534883721
"MTL000137","MTL000141",NA,NA,0.591269841269841,0.452525252525253
"MTL000137","MTL000049",NA,NA,NA,NA
"MTL000137","MTL000139",NA,NA,0.577689243027888,0.498333333333333
"MTL000137","MTL000201",NA,NA,0.588932806324111,NA
"MTL000137","MTL000114",NA,NA,NA,0.850771869639794
"MTL000137","MTL000031",NA,NA,NA,NA
"MTL000137","MTL000176",NA,NA,0.585170340681363,NA
"MTL000137","MTL000198",NA,NA,0.593688362919132,NA
"MTL000137","MTL000081",NA,NA,NA,0.460176991150442
"MTL000137","MTL000013",0.609079445145019,0.567741935483871,NA,NA
"MTL000137","MTL000384",NA,NA,NA,NA
"MTL000137","MTL000007",NA,0.905511811023622,NA,NA
"MTL000137","MTL000308",NA,NA,NA,NA
"MTL000137","MTL000378",NA,NA,NA,NA
"MTL000137","MTL000328",NA,NA,NA,NA
"MTL000137","MTL000399",NA,NA,NA,NA
"MTL000137","MTL000262",NA,NA,NA,NA
"MTL000137","MTL000062",NA,NA,0.600375234521576,0.45364238410596
"MTL000137","MTL000047",NA,NA,NA,NA
"MTL000137","MTL000100",NA,NA,NA,0.802816901408451
"MTL000137","MTL000121",0.636594663278272,0.581342434584755,NA,0.48220640569395
"MTL000137","MTL000375",NA,NA,NA,NA
"MTL000137","MTL000056",NA,NA,NA,0.522281639928699
"MTL000137","MTL000281",NA,NA,NA,NA
"MTL000137","MTL000159",0.894666666666667,0.838815789473684,NA,NA
"MTL000137","MTL000224",NA,NA,0.554240631163708,NA
"MTL000137","MTL000077",NA,NA,NA,0.490228013029316
"MTL000137","MTL000379",NA,NA,NA,NA
"MTL000137","MTL000084",NA,NA,NA,0.860383944153578
"MTL000137","MTL000149",NA,NA,0.588469184890656,0.479789103690685
"MTL000137","MTL000398",NA,NA,NA,NA
"MTL000137","MTL000055",NA,NA,NA,0.815140845070423
"MTL000137","MTL000083",NA,NA,0.880077369439072,0.83128295254833
"MTL000137","MTL000302",NA,NA,NA,NA
"MTL000137","MTL000054",0.594351732991014,0.559814169570267,NA,0.447735191637631
"MTL000137","MTL000193",NA,NA,0.875739644970414,NA
"MTL000137","MTL000057",NA,NA,0.571146245059289,0.460732984293194
"MTL000137","MTL000370",NA,NA,NA,NA
"MTL000137","MTL000185",NA,NA,0.897435897435897,NA
"MTL000137","MTL000396",NA,NA,NA,NA
"MTL000137","MTL000134",NA,NA,NA,0.892307692307692
"MTL000137","MTL000171",0.859764089121887,0.851724137931035,NA,NA
"MTL000137","MTL000408",0.873291925465839,NA,NA,NA
"MTL000137","MTL000022",NA,0.522093023255814,NA,NA
"MTL000137","MTL000104",NA,NA,0.650197628458498,0.582167832167832
"MTL000137","MTL000403",NA,NA,NA,NA
"MTL000137","MTL000003",NA,NA,NA,NA
"MTL000137","MTL000039",NA,NA,NA,NA
"MTL000137","MTL000089",0.8125,0.781395348837209,0.80952380952381,0.707964601769911
"MTL000137","MTL000339",NA,NA,NA,NA
"MTL000137","MTL000037",NA,NA,NA,NA
"MTL000137","MTL000188",NA,NA,0.828402366863905,NA
"MTL000137","MTL000035",NA,NA,NA,NA
"MTL000137","MTL000336",NA,NA,NA,NA
"MTL000137","MTL000098",NA,NA,0.873469387755102,0.820244328097731
"MTL000137","MTL000312",NA,NA,NA,NA
"MTL000137","MTL000230",NA,NA,NA,NA
"MTL000137","MTL000025",NA,0.606459330143541,NA,NA
"MTL000137","MTL000394",0.803594351732991,NA,NA,NA
"MTL000137","MTL000078",NA,NA,0.768316831683168,0.713787085514834
"MTL000137","MTL000102",NA,NA,NA,0.729537366548043
"MTL000137","MTL000186",NA,NA,0.591954022988506,NA
"MTL000137","MTL000411",NA,NA,NA,NA
"MTL000137","MTL000123",NA,NA,0.900398406374502,0.856893542757417
"MTL000137","MTL000002",NA,NA,NA,NA
"MTL000137","MTL000373",NA,NA,NA,NA
"MTL000137","MTL000018",NA,NA,NA,NA
"MTL000137","MTL000301",NA,NA,NA,NA
"MTL000137","MTL000051",0.808695652173913,0.786046511627907,0.728571428571429,0.727758007117438
"MTL000137","MTL000111",NA,NA,NA,0.501742160278746
"MTL000137","MTL000150",NA,NA,NA,0.75
"MTL000137","MTL000343",NA,NA,NA,NA
"MTL000137","MTL000118",0.89030612244898,NA,0.893574297188755,0.851648351648352
"MTL000137","MTL000075",NA,NA,0.840525328330206,0.759795570698467
"MTL000137","MTL000065",NA,NA,0.806026365348399,0.786423841059603
"MTL000137","MTL000080",NA,NA,NA,0.807355516637478
"MTL000137","MTL000126",NA,NA,0.843575418994413,0.822183098591549
