"Senator1","Senator2","Agree","Disagree","weight"
"Jabour","Metts",1803,40,0.978296256104178
"Jabour","Sosnowski",1816,18,0.990185387131952
"Jabour","Gee",1107,84,0.929471032745592
"Jabour","Lynch",1102,10,0.991007194244604
"Jabour","Neill",1544,136,0.919047619047619
"Jabour","Doyle",1539,17,0.989074550128535
"Jabour","Goodwin",1819,17,0.990740740740741
"Jabour","Ciccone",1272,16,0.987577639751553
"Jabour","Weed",1792,17,0.990602542841349
"Jabour","Conley",1829,19,0.989718614718615
"Jabour","Hodgson",644,19,0.971342383107089
"Jabour","Lombardo",1652,15,0.991001799640072
"Jabour","Felag",1818,28,0.984832069339112
"Jabour","Walaska",1681,24,0.985923753665689
"Jabour","Pearson",1766,24,0.98659217877095
"Jabour","Paolino",42,2,0.954545454545455
"Jabour","Pichardo",1637,20,0.987929993964997
"Jabour","Sheehan",1595,27,0.983353884093711
"Jabour","Fogarty",1779,22,0.987784564131038
"Jabour","Miller",1723,25,0.985697940503433
"Jabour","DiPalma",1753,26,0.985385047779652
"Jabour","McCaffrey",1720,19,0.989074180563542
"Jabour","Quezada",44,0,1
"Jabour","Bates",658,14,0.979166666666667
"Jabour","Ottiano",1074,15,0.986225895316804
"Jabour","Lombardi",1695,16,0.990648743424898
"Ponte","Pagliarini",552,136,0.802325581395349
"Ponte","Gallo",1610,11,0.993214065391734
"Ponte","Coyne",1087,4,0.996333638863428
"Ponte","Morgan",940,158,0.856102003642987
"Ponte","Metts",1638,19,0.988533494266747
"Ponte","Sosnowski",1657,3,0.998192771084337
"Ponte","Gee",1035,73,0.934115523465704
"Ponte","Lynch",951,3,0.99685534591195
"Ponte","Neill",1379,129,0.914456233421751
"Ponte","Doyle",1396,2,0.998569384835479
"Ponte","Goodwin",1642,3,0.998176291793313
"Ponte","Ciccone",1147,7,0.993934142114385
"Ponte","Weed",1622,2,0.998768472906404
"Ponte","Conley",1647,8,0.995166163141994
"Ponte","Hodgson",542,16,0.971326164874552
"Ponte","Lombardo",1467,9,0.99390243902439
"Ponte","Felag",1641,19,0.98855421686747
"Ponte","Walaska",1536,9,0.994174757281553
"Ponte","Pearson",1599,13,0.991935483870968
"Ponte","Paolino",33,2,0.942857142857143
"Ponte","Pichardo",1465,13,0.991204330175913
"Ponte","Sheehan",1464,19,0.987188132164531
"Ponte","Fogarty",1604,11,0.993188854489164
"Ponte","Miller",1555,12,0.99234205488194
"Ponte","DiPalma",1580,9,0.994336060415356
"Ponte","McCaffrey",1567,8,0.994920634920635
"Ponte","Quezada",34,0,1
"Ponte","Bates",552,12,0.978723404255319
"Ponte","Ottiano",938,7,0.992592592592593
"Ponte","Lombardi",1518,6,0.996062992125984
"Pagliarini","Gallo",568,140,0.80225988700565
"Pagliarini","Coyne",561,147,0.792372881355932
"Pagliarini","Morgan",659,53,0.925561797752809
"Pagliarini","Metts",552,152,0.784090909090909
"Pagliarini","Sosnowski",568,149,0.792189679218968
"Pagliarini","Gee",616,101,0.859135285913529
"Pagliarini","Lynch",0,0,NA
"Pagliarini","Neill",530,46,0.920138888888889
"Pagliarini","Doyle",460,126,0.784982935153584
"Pagliarini","Goodwin",542,146,0.787790697674419
"Pagliarini","Ciccone",537,143,0.789705882352941
"Pagliarini","Weed",524,138,0.791540785498489
"Pagliarini","Conley",558,145,0.793741109530583
"Pagliarini","Hodgson",0,0,NA
"Pagliarini","Lombardo",475,107,0.816151202749141
"Pagliarini","Felag",576,136,0.808988764044944
"Pagliarini","Walaska",508,123,0.805071315372425
"Pagliarini","Pearson",551,141,0.796242774566474
"Pagliarini","Paolino",0,0,NA
"Pagliarini","Pichardo",507,128,0.798425196850394
"Pagliarini","Sheehan",527,134,0.797276853252648
"Pagliarini","Fogarty",573,144,0.799163179916318
"Pagliarini","Miller",495,126,0.797101449275362
"Pagliarini","DiPalma",561,151,0.787921348314607
"Pagliarini","McCaffrey",558,147,0.791489361702128
"Pagliarini","Quezada",0,0,NA
"Pagliarini","Bates",0,0,NA
"Pagliarini","Ottiano",0,0,NA
"Pagliarini","Lombardi",450,105,0.810810810810811
"Gallo","Coyne",1113,6,0.994638069705094
"Gallo","Morgan",956,164,0.853571428571429
"Gallo","Metts",1758,24,0.986531986531986
"Gallo","Sosnowski",1759,6,0.996600566572238
"Gallo","Gee",1049,79,0.929964539007092
"Gallo","Lynch",1056,7,0.993414863593603
"Gallo","Neill",1485,139,0.914408866995074
"Gallo","Doyle",1495,7,0.995339547270306
"Gallo","Goodwin",1762,8,0.995480225988701
"Gallo","Ciccone",1220,6,0.99510603588907
"Gallo","Weed",1743,7,0.996
"Gallo","Conley",1778,6,0.996636771300448
"Gallo","Hodgson",639,21,0.968181818181818
"Gallo","Lombardo",1600,8,0.995024875621891
"Gallo","Felag",1758,21,0.988195615514334
"Gallo","Walaska",1639,15,0.99093107617896
"Gallo","Pearson",1716,15,0.991334488734835
"Gallo","Paolino",27,2,0.931034482758621
"Gallo","Pichardo",1598,13,0.991930477963997
"Gallo","Sheehan",1552,22,0.986022871664549
"Gallo","Fogarty",1723,9,0.994803695150115
"Gallo","Miller",1678,8,0.995255041518387
"Gallo","DiPalma",1696,16,0.990654205607477
"Gallo","McCaffrey",1671,4,0.997611940298507
"Gallo","Quezada",30,0,1
"Gallo","Bates",651,16,0.976011994002999
"Gallo","Ottiano",1038,8,0.992351816443595
"Gallo","Lombardi",1634,7,0.995734308348568
"Coyne","Morgan",1004,167,0.857386848847139
"Coyne","Metts",1146,13,0.988783433994823
"Coyne","Sosnowski",1161,2,0.998280309544282
"Coyne","Gee",1103,75,0.936332767402377
"Coyne","Lynch",426,2,0.995327102803738
"Coyne","Neill",889,110,0.88988988988989
"Coyne","Doyle",920,4,0.995670995670996
"Coyne","Goodwin",1138,2,0.998245614035088
"Coyne","Ciccone",1060,7,0.993439550140581
"Coyne","Weed",1116,2,0.998211091234347
"Coyne","Conley",1147,7,0.993934142114385
"Coyne","Hodgson",0,0,NA
"Coyne","Lombardo",1008,5,0.995064165844028
"Coyne","Felag",1157,15,0.987201365187713
"Coyne","Walaska",1033,5,0.995183044315992
"Coyne","Pearson",1108,8,0.992831541218638
"Coyne","Paolino",40,2,0.952380952380952
"Coyne","Pichardo",984,5,0.994944388270981
"Coyne","Sheehan",1081,13,0.988117001828154
"Coyne","Fogarty",1171,6,0.994902293967715
"Coyne","Miller",1072,5,0.99535747446611
"Coyne","DiPalma",1157,5,0.995697074010327
"Coyne","McCaffrey",1062,2,0.99812030075188
"Coyne","Quezada",42,0,1
"Coyne","Bates",0,0,NA
"Coyne","Ottiano",410,2,0.995145631067961
"Coyne","Lombardi",1016,5,0.995102840352595
"Morgan","Metts",985,178,0.846947549441101
"Morgan","Sosnowski",995,169,0.854810996563574
"Morgan","Gee",1082,100,0.915397631133672
"Morgan","Lynch",400,29,0.932400932400932
"Morgan","Neill",962,40,0.960079840319361
"Morgan","Doyle",774,141,0.845901639344262
"Morgan","Goodwin",976,168,0.853146853146853
"Morgan","Ciccone",912,163,0.848372093023256
"Morgan","Weed",965,160,0.857777777777778
"Morgan","Conley",988,170,0.853195164075993
"Morgan","Hodgson",0,0,NA
"Morgan","Lombardo",894,125,0.877330716388616
"Morgan","Felag",1015,159,0.864565587734242
"Morgan","Walaska",907,135,0.870441458733205
"Morgan","Pearson",958,158,0.8584229390681
"Morgan","Paolino",40,1,0.975609756097561
"Morgan","Pichardo",846,149,0.850251256281407
"Morgan","Sheehan",939,158,0.855970829535096
"Morgan","Fogarty",1018,164,0.861252115059222
"Morgan","Miller",924,155,0.856348470806302
"Morgan","DiPalma",988,172,0.851724137931035
"Morgan","McCaffrey",904,166,0.844859813084112
"Morgan","Quezada",38,3,0.926829268292683
"Morgan","Bates",0,0,NA
"Morgan","Ottiano",385,28,0.932203389830508
"Morgan","Lombardi",898,128,0.875243664717349
"Metts","Sosnowski",1786,20,0.988925802879291
"Metts","Gee",1085,87,0.925767918088737
"Metts","Lynch",1080,15,0.986301369863014
"Metts","Neill",1506,150,0.909420289855073
"Metts","Doyle",1517,13,0.991503267973856
"Metts","Goodwin",1788,22,0.987845303867403
"Metts","Ciccone",1247,17,0.986550632911392
"Metts","Weed",1760,20,0.98876404494382
"Metts","Conley",1797,24,0.986820428336079
"Metts","Hodgson",629,26,0.96030534351145
"Metts","Lombardo",1614,24,0.985347985347985
"Metts","Felag",1783,36,0.980208905992303
"Metts","Walaska",1655,28,0.983363042186572
"Metts","Pearson",1729,32,0.98182850653038
"Metts","Paolino",38,3,0.926829268292683
"Metts","Pichardo",1614,18,0.988970588235294
"Metts","Sheehan",1572,28,0.9825
"Metts","Fogarty",1746,26,0.985327313769752
"Metts","Miller",1700,22,0.987224157955865
"Metts","DiPalma",1724,26,0.985142857142857
"Metts","McCaffrey",1693,20,0.988324576765908
"Metts","Quezada",40,1,0.975609756097561
"Metts","Bates",638,23,0.965204236006051
"Metts","Ottiano",1054,18,0.983208955223881
"Metts","Lombardi",1664,26,0.984615384615385
"Sosnowski","Gee",1097,78,0.933617021276596
"Sosnowski","Lynch",1073,2,0.998139534883721
"Sosnowski","Neill",1512,133,0.919148936170213
"Sosnowski","Doyle",1518,3,0.998027613412229
"Sosnowski","Goodwin",1798,0,1
"Sosnowski","Ciccone",1248,6,0.995215311004785
"Sosnowski","Weed",1771,0,1
"Sosnowski","Conley",1804,5,0.997236042012161
"Sosnowski","Hodgson",625,17,0.973520249221184
"Sosnowski","Lombardo",1620,6,0.996309963099631
"Sosnowski","Felag",1790,18,0.990044247787611
"Sosnowski","Walaska",1665,7,0.995813397129187
"Sosnowski","Pearson",1741,12,0.993154592127781
"Sosnowski","Paolino",37,2,0.948717948717949
"Sosnowski","Pichardo",1616,8,0.995073891625616
"Sosnowski","Sheehan",1587,19,0.988169364881694
"Sosnowski","Fogarty",1755,10,0.994334277620397
"Sosnowski","Miller",1704,9,0.994746059544658
"Sosnowski","DiPalma",1745,8,0.995436394751854
"Sosnowski","McCaffrey",1701,3,0.998239436619718
"Sosnowski","Quezada",39,0,1
"Sosnowski","Bates",638,12,0.981538461538462
"Sosnowski","Ottiano",1047,7,0.993358633776091
"Sosnowski","Lombardi",1665,5,0.997005988023952
"Gee","Lynch",412,20,0.953703703703704
"Gee","Neill",930,78,0.922619047619048
"Gee","Doyle",858,66,0.928571428571429
"Gee","Goodwin",1077,77,0.933275563258232
"Gee","Ciccone",1002,80,0.926062846580407
"Gee","Weed",1058,74,0.934628975265018
"Gee","Conley",1087,81,0.930650684931507
"Gee","Hodgson",0,0,NA
"Gee","Lombardo",972,57,0.944606413994169
"Gee","Felag",1103,81,0.931587837837838
"Gee","Walaska",989,62,0.941008563273073
"Gee","Pearson",1051,76,0.932564330079858
"Gee","Paolino",43,0,1
"Gee","Pichardo",937,67,0.933266932270916
"Gee","Sheehan",1036,73,0.934174932371506
"Gee","Fogarty",1110,81,0.931989924433249
"Gee","Miller",1011,76,0.930082796688132
"Gee","DiPalma",1090,80,0.931623931623932
"Gee","McCaffrey",1001,77,0.928571428571429
"Gee","Quezada",41,2,0.953488372093023
"Gee","Bates",0,0,NA
"Gee","Ottiano",397,20,0.952038369304556
"Gee","Lombardi",976,58,0.943907156673114
"Lynch","Neill",1055,41,0.962591240875912
"Lynch","Doyle",940,3,0.996818663838812
"Lynch","Goodwin",1107,2,0.99819657348963
"Lynch","Ciccone",572,1,0.99825479930192
"Lynch","Weed",1108,2,0.998198198198198
"Lynch","Conley",1096,4,0.996363636363636
"Lynch","Hodgson",647,17,0.974397590361446
"Lynch","Lombardo",1029,4,0.996127783155857
"Lynch","Felag",1082,7,0.993572084481175
"Lynch","Walaska",1067,3,0.997196261682243
"Lynch","Pearson",1042,9,0.991436726926736
"Lynch","Paolino",0,0,NA
"Lynch","Pichardo",1007,11,0.989194499017682
"Lynch","Sheehan",910,10,0.989130434782609
"Lynch","Fogarty",1030,6,0.994208494208494
"Lynch","Miller",1071,11,0.989833641404806
"Lynch","DiPalma",1019,8,0.992210321324245
"Lynch","McCaffrey",980,7,0.99290780141844
"Lynch","Quezada",0,0,NA
"Lynch","Bates",653,14,0.979010494752624
"Lynch","Ottiano",1077,9,0.99171270718232
"Lynch","Lombardi",1100,5,0.995475113122172
"Neill","Doyle",1280,113,0.918880114860014
"Neill","Goodwin",1514,135,0.918132201334142
"Neill","Ciccone",1003,114,0.897940913160251
"Neill","Weed",1520,126,0.923450789793439
"Neill","Conley",1510,140,0.915151515151515
"Neill","Hodgson",638,15,0.977029096477795
"Neill","Lombardo",1461,131,0.917713567839196
"Neill","Felag",1531,126,0.923958961979481
"Neill","Walaska",1504,128,0.92156862745098
"Neill","Pearson",1471,130,0.918800749531543
"Neill","Paolino",0,0,NA
"Neill","Pichardo",1383,123,0.918326693227092
"Neill","Sheehan",1328,119,0.917760884588804
"Neill","Fogarty",1479,132,0.918063314711359
"Neill","Miller",1428,133,0.914798206278027
"Neill","DiPalma",1462,126,0.920654911838791
"Neill","McCaffrey",1415,136,0.912314635718891
"Neill","Quezada",0,0,NA
"Neill","Bates",646,16,0.97583081570997
"Neill","Ottiano",1042,32,0.970204841713222
"Neill","Lombardi",1511,128,0.921903599755949
"Doyle","Goodwin",1518,2,0.998684210526316
"Doyle","Ciccone",1010,6,0.994094488188976
"Doyle","Weed",1501,3,0.998005319148936
"Doyle","Conley",1538,4,0.997405966277562
"Doyle","Hodgson",597,18,0.970731707317073
"Doyle","Lombardo",1349,6,0.995571955719557
"Doyle","Felag",1526,14,0.990909090909091
"Doyle","Walaska",1410,7,0.995059985885674
"Doyle","Pearson",1493,10,0.993346640053227
"Doyle","Paolino",26,2,0.928571428571429
"Doyle","Pichardo",1391,7,0.994992846924177
"Doyle","Sheehan",1321,16,0.988032909498878
"Doyle","Fogarty",1505,7,0.99537037037037
"Doyle","Miller",1433,8,0.994448299791811
"Doyle","DiPalma",1466,7,0.995247793618466
"Doyle","McCaffrey",1433,5,0.996522948539638
"Doyle","Quezada",27,0,1
"Doyle","Bates",616,13,0.97933227344992
"Doyle","Ottiano",929,8,0.991462113127001
"Doyle","Lombardi",1396,5,0.996431120628123
"Goodwin","Ciccone",1247,5,0.996006389776358
"Goodwin","Weed",1773,0,1
"Goodwin","Conley",1823,6,0.996719518862767
"Goodwin","Hodgson",647,17,0.974397590361446
"Goodwin","Lombardo",1620,7,0.995697602950215
"Goodwin","Felag",1793,17,0.99060773480663
"Goodwin","Walaska",1671,7,0.995828367103695
"Goodwin","Pearson",1743,11,0.993728620296465
"Goodwin","Paolino",35,1,0.972222222222222
"Goodwin","Pichardo",1618,9,0.994468346650277
"Goodwin","Sheehan",1565,19,0.98800505050505
"Goodwin","Fogarty",1756,9,0.994900849858357
"Goodwin","Miller",1702,10,0.994158878504673
"Goodwin","DiPalma",1737,8,0.99541547277937
"Goodwin","McCaffrey",1699,5,0.997065727699531
"Goodwin","Quezada",36,0,1
"Goodwin","Bates",660,12,0.982142857142857
"Goodwin","Ottiano",1079,7,0.993554327808471
"Goodwin","Lombardi",1668,4,0.997607655502392
"Ciccone","Weed",1227,5,0.995941558441558
"Ciccone","Conley",1261,6,0.995264404104183
"Ciccone","Hodgson",197,7,0.965686274509804
"Ciccone","Lombardo",1105,4,0.996393146979261
"Ciccone","Felag",1253,17,0.986614173228346
"Ciccone","Walaska",1139,7,0.993891797556719
"Ciccone","Pearson",1209,8,0.993426458504519
"Ciccone","Paolino",39,2,0.951219512195122
"Ciccone","Pichardo",1140,7,0.993897122929381
"Ciccone","Sheehan",1088,19,0.982836495031617
"Ciccone","Fogarty",1277,8,0.993774319066148
"Ciccone","Miller",1173,5,0.995755517826825
"Ciccone","DiPalma",1257,10,0.992107340173639
"Ciccone","McCaffrey",1228,5,0.995944849959449
"Ciccone","Quezada",41,0,1
"Ciccone","Bates",194,5,0.974874371859296
"Ciccone","Ottiano",547,5,0.990942028985507
"Ciccone","Lombardi",1132,5,0.995602462620932
"Weed","Conley",1778,6,0.996636771300448
"Weed","Hodgson",643,17,0.974242424242424
"Weed","Lombardo",1615,8,0.995070856438694
"Weed","Felag",1766,17,0.990465507571509
"Weed","Walaska",1646,7,0.995765275257108
"Weed","Pearson",1717,10,0.994209612044007
"Weed","Paolino",32,2,0.941176470588235
"Weed","Pichardo",1594,10,0.993765586034913
"Weed","Sheehan",1542,19,0.987828315182575
"Weed","Fogarty",1731,9,0.994827586206897
"Weed","Miller",1675,11,0.993475682087782
"Weed","DiPalma",1708,8,0.995337995337995
"Weed","McCaffrey",1672,5,0.997018485390578
"Weed","Quezada",35,0,1
"Weed","Bates",656,12,0.982035928143713
"Weed","Ottiano",1080,7,0.993560257589696
"Weed","Lombardi",1696,5,0.997060552616108
"Conley","Hodgson",643,19,0.971299093655589
"Conley","Lombardo",1638,3,0.998171846435101
"Conley","Felag",1805,17,0.990669593852909
"Conley","Walaska",1667,12,0.992852888624181
"Conley","Pearson",1755,13,0.992647058823529
"Conley","Paolino",42,2,0.954545454545455
"Conley","Pichardo",1620,11,0.993255671367259
"Conley","Sheehan",1574,22,0.986215538847118
"Conley","Fogarty",1769,7,0.996058558558559
"Conley","Miller",1715,9,0.994779582366589
"Conley","DiPalma",1741,15,0.991457858769932
"Conley","McCaffrey",1710,6,0.996503496503496
"Conley","Quezada",44,0,1
"Conley","Bates",655,14,0.979073243647235
"Conley","Ottiano",1067,7,0.993482309124767
"Conley","Lombardi",1676,6,0.996432818073722
"Hodgson","Lombardo",603,16,0.974151857835218
"Hodgson","Felag",627,18,0.972093023255814
"Hodgson","Walaska",619,17,0.973270440251572
"Hodgson","Pearson",628,19,0.970633693972179
"Hodgson","Paolino",0,0,NA
"Hodgson","Pichardo",612,24,0.962264150943396
"Hodgson","Sheehan",491,12,0.976143141153082
"Hodgson","Fogarty",574,17,0.971235194585448
"Hodgson","Miller",618,25,0.961119751166407
"Hodgson","DiPalma",581,15,0.974832214765101
"Hodgson","McCaffrey",622,22,0.96583850931677
"Hodgson","Quezada",0,0,NA
"Hodgson","Bates",637,15,0.976993865030675
"Hodgson","Ottiano",645,12,0.981735159817352
"Hodgson","Lombardi",638,19,0.971080669710807
"Lombardo","Felag",1631,19,0.988484848484849
"Lombardo","Walaska",1561,10,0.993634627625716
"Lombardo","Pearson",1580,13,0.991839296924043
"Lombardo","Paolino",42,2,0.954545454545455
"Lombardo","Pichardo",1441,12,0.991741225051617
"Lombardo","Sheehan",1451,16,0.989093387866394
"Lombardo","Fogarty",1581,10,0.993714644877436
"Lombardo","Miller",1533,11,0.992875647668394
"Lombardo","DiPalma",1553,15,0.990433673469388
"Lombardo","McCaffrey",1525,7,0.995430809399478
"Lombardo","Quezada",44,0,1
"Lombardo","Bates",612,13,0.9792
"Lombardo","Ottiano",1005,6,0.99406528189911
"Lombardo","Lombardi",1615,9,0.994458128078818
"Felag","Walaska",1666,19,0.988724035608309
"Felag","Pearson",1746,18,0.989795918367347
"Felag","Paolino",40,2,0.952380952380952
"Felag","Pichardo",1618,22,0.986585365853659
"Felag","Sheehan",1582,31,0.980781153130812
"Felag","Fogarty",1761,17,0.990438695163105
"Felag","Miller",1700,23,0.986651189785258
"Felag","DiPalma",1732,24,0.986332574031891
"Felag","McCaffrey",1699,19,0.988940628637951
"Felag","Quezada",42,0,1
"Felag","Bates",639,13,0.980061349693252
"Felag","Ottiano",1058,8,0.99249530956848
"Felag","Lombardi",1667,17,0.989904988123515
"Walaska","Pearson",1612,11,0.993222427603204
"Walaska","Paolino",0,0,NA
"Walaska","Pichardo",1521,16,0.989590110605075
"Walaska","Sheehan",1466,22,0.985215053763441
"Walaska","Fogarty",1626,12,0.992673992673993
"Walaska","Miller",1572,15,0.99054820415879
"Walaska","DiPalma",1603,13,0.991955445544555
"Walaska","McCaffrey",1570,12,0.992414664981037
"Walaska","Quezada",0,0,NA
"Walaska","Bates",631,13,0.979813664596273
"Walaska","Ottiano",1039,8,0.992359121298949
"Walaska","Lombardi",1610,11,0.993214065391734
"Pearson","Paolino",42,2,0.954545454545455
"Pearson","Pichardo",1577,20,0.987476518472135
"Pearson","Sheehan",1548,24,0.984732824427481
"Pearson","Fogarty",1705,13,0.992433061699651
"Pearson","Miller",1649,19,0.988609112709832
"Pearson","DiPalma",1678,20,0.988221436984688
"Pearson","McCaffrey",1645,15,0.990963855421687
"Pearson","Quezada",44,0,1
"Pearson","Bates",647,8,0.987786259541985
"Pearson","Ottiano",1034,8,0.99232245681382
"Pearson","Lombardi",1617,11,0.993243243243243
"Paolino","Pichardo",0,0,NA
"Paolino","Sheehan",38,3,0.926829268292683
"Paolino","Fogarty",42,2,0.954545454545455
"Paolino","Miller",41,2,0.953488372093023
"Paolino","DiPalma",40,2,0.952380952380952
"Paolino","McCaffrey",42,2,0.954545454545455
"Paolino","Quezada",41,2,0.953488372093023
"Paolino","Bates",0,0,NA
"Paolino","Ottiano",0,0,NA
"Paolino","Lombardi",41,2,0.953488372093023
"Pichardo","Sheehan",1414,18,0.987430167597765
"Pichardo","Fogarty",1571,14,0.991167192429022
"Pichardo","Miller",1531,14,0.990938511326861
"Pichardo","DiPalma",1564,18,0.988621997471555
"Pichardo","McCaffrey",1569,6,0.996190476190476
"Pichardo","Quezada",0,0,NA
"Pichardo","Bates",625,19,0.970496894409938
"Pichardo","Ottiano",991,14,0.986069651741294
"Pichardo","Lombardi",1483,13,0.991310160427808
"Sheehan","Fogarty",1554,25,0.984167194426852
"Sheehan","Miller",1491,26,0.982860909690178
"Sheehan","DiPalma",1508,25,0.983692106979778
"Sheehan","McCaffrey",1487,22,0.985420808482439
"Sheehan","Quezada",41,1,0.976190476190476
"Sheehan","Bates",492,11,0.978131212723658
"Sheehan","Ottiano",895,6,0.993340732519423
"Sheehan","Lombardi",1449,23,0.984375
"Fogarty","Miller",1672,11,0.993464052287582
"Fogarty","DiPalma",1694,16,0.990643274853801
"Fogarty","McCaffrey",1667,8,0.995223880597015
"Fogarty","Quezada",44,0,1
"Fogarty","Bates",587,13,0.978333333333333
"Fogarty","Ottiano",1009,10,0.990186457311089
"Fogarty","Lombardi",1628,8,0.995110024449878
"Miller","DiPalma",1637,19,0.988526570048309
"Miller","McCaffrey",1615,6,0.996298581122764
"Miller","Quezada",43,0,1
"Miller","Bates",631,20,0.969278033794163
"Miller","Ottiano",1049,10,0.990557129367328
"Miller","Lombardi",1579,10,0.99370673379484
"DiPalma","McCaffrey",1637,12,0.992722862340813
"DiPalma","Quezada",42,0,1
"DiPalma","Bates",588,13,0.978369384359401
"DiPalma","Ottiano",992,12,0.98804780876494
"DiPalma","Lombardi",1600,13,0.991940483570986
"McCaffrey","Quezada",44,0,1
"McCaffrey","Bates",634,17,0.973886328725038
"McCaffrey","Ottiano",956,8,0.991701244813278
"McCaffrey","Lombardi",1569,8,0.994927076727965
"Quezada","Bates",0,0,NA
"Quezada","Ottiano",0,0,NA
"Quezada","Lombardi",43,0,1
"Bates","Ottiano",655,5,0.992424242424242
"Bates","Lombardi",649,14,0.978883861236802
"Ottiano","Lombardi",1072,10,0.990757855822551
